Date,Close
5/13/2015 16:00:00,48.64
5/14/2015 16:00:00,48.82
5/15/2015 16:00:00,49.77
5/18/2015 16:00:00,49.75
5/19/2015 16:00:00,49.43
5/20/2015 16:00:00,48.87
5/21/2015 16:00:00,49.12
5/22/2015 16:00:00,49.55
5/26/2015 16:00:00,49.49
5/27/2015 16:00:00,49.49
5/28/2015 16:00:00,50.29
5/29/2015 16:00:00,50.16
6/1/2015 16:00:00,49.89
6/2/2015 16:00:00,49.67
6/3/2015 16:00:00,49.8
6/4/2015 16:00:00,49.18
6/5/2015 16:00:00,49.83
6/8/2015 16:00:00,51.26
6/9/2015 16:00:00,51.2
6/10/2015 16:00:00,50.14
6/11/2015 16:00:00,50.28
6/12/2015 16:00:00,50.14
6/15/2015 16:00:00,50.08
6/16/2015 16:00:00,50.62
6/17/2015 16:00:00,52.08
6/18/2015 16:00:00,52.38
6/19/2015 16:00:00,52.5
6/22/2015 16:00:00,51.96
6/23/2015 16:00:00,53.53
6/24/2015 16:00:00,53.03
6/25/2015 16:00:00,53.76
6/26/2015 16:00:00,53.42
6/29/2015 16:00:00,52.4
6/30/2015 16:00:00,53.65
7/1/2015 16:00:00,53.83
7/2/2015 16:00:00,56
7/6/2015 16:00:00,55.94
7/7/2015 16:00:00,53.58
7/8/2015 16:00:00,50.99
7/9/2015 16:00:00,51.58
7/10/2015 16:00:00,51.83
7/13/2015 16:00:00,52.43
7/14/2015 16:00:00,53.13
7/15/2015 16:00:00,52.63
7/16/2015 16:00:00,53.34
7/17/2015 16:00:00,54.93
7/20/2015 16:00:00,56.45
7/21/2015 16:00:00,53.35
7/22/2015 16:00:00,53.57
7/23/2015 16:00:00,53.44
7/24/2015 16:00:00,53.08
7/27/2015 16:00:00,50.6
7/28/2015 16:00:00,52.96
7/29/2015 16:00:00,52.76
7/30/2015 16:00:00,53.36
7/31/2015 16:00:00,53.23
8/3/2015 16:00:00,52
8/4/2015 16:00:00,53.26
8/5/2015 16:00:00,54.03
8/6/2015 16:00:00,49.23
8/7/2015 16:00:00,48.5
8/10/2015 16:00:00,48.23
8/11/2015 16:00:00,47.47
8/12/2015 16:00:00,47.63
8/13/2015 16:00:00,48.5
8/14/2015 16:00:00,48.63
8/17/2015 16:00:00,51
8/18/2015 16:00:00,52.14
8/19/2015 16:00:00,51.05
8/20/2015 16:00:00,48.44
8/21/2015 16:00:00,46.15
8/24/2015 16:00:00,43.77
8/25/2015 16:00:00,44.01
8/26/2015 16:00:00,44.97
8/27/2015 16:00:00,48.6
8/28/2015 16:00:00,49.7
8/31/2015 16:00:00,49.81
9/1/2015 16:00:00,47.73
9/2/2015 16:00:00,49.54
9/3/2015 16:00:00,49.11
9/4/2015 16:00:00,48.39
9/8/2015 16:00:00,49.63
9/9/2015 16:00:00,49.78
9/10/2015 16:00:00,49.7
9/11/2015 16:00:00,50.05
9/14/2015 16:00:00,50.64
9/15/2015 16:00:00,50.71
9/16/2015 16:00:00,52.45
9/17/2015 16:00:00,52.41
9/18/2015 16:00:00,52.12
9/21/2015 16:00:00,52.84
9/22/2015 16:00:00,52.19
9/23/2015 16:00:00,52.21
9/24/2015 16:00:00,52.62
9/25/2015 16:00:00,51.38
9/28/2015 16:00:00,49.69
9/29/2015 16:00:00,49.33
9/30/2015 16:00:00,49.68
10/1/2015 16:00:00,47.98
10/2/2015 16:00:00,49.51
10/5/2015 16:00:00,49.23
10/6/2015 16:00:00,48.29
10/7/2015 16:00:00,46.39
10/8/2015 16:00:00,45.34
10/9/2015 16:00:00,44.14
10/12/2015 16:00:00,43.12
10/13/2015 16:00:00,43.85
10/14/2015 16:00:00,43.38
10/15/2015 16:00:00,44.26
10/16/2015 16:00:00,45.4
10/19/2015 16:00:00,45.62
10/20/2015 16:00:00,42.61
10/21/2015 16:00:00,42.02
10/22/2015 16:00:00,42.34
10/23/2015 16:00:00,41.82
10/26/2015 16:00:00,43.05
10/27/2015 16:00:00,42.07
10/28/2015 16:00:00,42.59
10/29/2015 16:00:00,42.33
10/30/2015 16:00:00,41.39
11/2/2015 16:00:00,42.76
11/3/2015 16:00:00,41.67
11/4/2015 16:00:00,46.33
11/5/2015 16:00:00,46.35
11/6/2015 16:00:00,46.47
11/9/2015 16:00:00,45.07
11/10/2015 16:00:00,43.3
11/11/2015 16:00:00,43.82
11/12/2015 16:00:00,42.59
11/13/2015 16:00:00,41.44
11/16/2015 16:00:00,42.86
11/17/2015 16:00:00,42.8
11/18/2015 16:00:00,44.21
11/19/2015 16:00:00,44.36
11/20/2015 16:00:00,44
11/23/2015 16:00:00,43.55
11/24/2015 16:00:00,43.65
11/25/2015 16:00:00,45.93
11/27/2015 16:00:00,46.32
11/30/2015 16:00:00,46.05
12/1/2015 16:00:00,47.44
12/2/2015 16:00:00,46.4
12/3/2015 16:00:00,46.54
12/4/2015 16:00:00,46.08
12/7/2015 16:00:00,46.23
12/8/2015 16:00:00,45.34
12/9/2015 16:00:00,44.9
12/10/2015 16:00:00,45.41
12/11/2015 16:00:00,43.4
12/14/2015 16:00:00,43.72
12/15/2015 16:00:00,44.22
12/16/2015 16:00:00,46.9
12/17/2015 16:00:00,46.68
12/18/2015 16:00:00,46.09
12/21/2015 16:00:00,46.51
12/22/2015 16:00:00,45.99
12/23/2015 16:00:00,45.94
12/24/2015 16:00:00,46.11
12/28/2015 16:00:00,45.79
12/29/2015 16:00:00,47.44
12/30/2015 16:00:00,47.62
12/31/2015 16:00:00,48
1/4/2016 16:00:00,44.68
1/5/2016 16:00:00,44.69
1/6/2016 16:00:00,43.81
1/7/2016 16:00:00,43.13
1/8/2016 16:00:00,42.2
1/11/2016 16:00:00,41.57
1/12/2016 16:00:00,41.99
1/13/2016 16:00:00,40.06
1/14/2016 16:00:00,41.24
1/15/2016 16:00:00,41
1/19/2016 16:00:00,40.94
1/20/2016 16:00:00,39.74
1/21/2016 16:00:00,39.99
1/22/2016 16:00:00,40.51
1/25/2016 16:00:00,39.28
1/26/2016 16:00:00,38.71
1/27/2016 16:00:00,37.61
1/28/2016 16:00:00,37.94
1/29/2016 16:00:00,38.24
2/1/2016 16:00:00,39.39
2/2/2016 16:00:00,36.56
2/3/2016 16:00:00,34.7
2/4/2016 16:00:00,35.07
2/5/2016 16:00:00,32.52
2/8/2016 16:00:00,29.6
2/9/2016 16:00:00,29.65
2/10/2016 16:00:00,28.73
2/11/2016 16:00:00,30.09
2/12/2016 16:00:00,30.21
2/16/2016 16:00:00,31.03
2/17/2016 16:00:00,33.74
2/18/2016 16:00:00,33.35
2/19/2016 16:00:00,33.32
2/22/2016 16:00:00,35.55
2/23/2016 16:00:00,35.44
2/24/2016 16:00:00,35.8
2/25/2016 16:00:00,37.49
2/26/2016 16:00:00,38.07
2/29/2016 16:00:00,38.39
3/1/2016 16:00:00,37.27
3/2/2016 16:00:00,37.67
3/3/2016 16:00:00,39.15
3/4/2016 16:00:00,40.21
3/7/2016 16:00:00,41.06
3/8/2016 16:00:00,40.52
3/9/2016 16:00:00,41.74
3/10/2016 16:00:00,41.04
3/11/2016 16:00:00,41.5
3/14/2016 16:00:00,43.03
3/15/2016 16:00:00,43.67
3/16/2016 16:00:00,44.39
3/17/2016 16:00:00,45.28
3/18/2016 16:00:00,46.55
3/21/2016 16:00:00,47.66
3/22/2016 16:00:00,46.85
3/23/2016 16:00:00,44.52
3/24/2016 16:00:00,45.55
3/28/2016 16:00:00,46.05
3/29/2016 16:00:00,46.03
3/30/2016 16:00:00,45.38
3/31/2016 16:00:00,45.95
4/1/2016 16:00:00,47.52
4/4/2016 16:00:00,49.4
4/5/2016 16:00:00,51.09
4/6/2016 16:00:00,53.08
4/7/2016 16:00:00,51.44
4/8/2016 16:00:00,50.01
4/11/2016 16:00:00,49.98
4/12/2016 16:00:00,49.56
4/13/2016 16:00:00,50.91
4/14/2016 16:00:00,50.37
4/15/2016 16:00:00,50.9
4/18/2016 16:00:00,50.78
4/19/2016 16:00:00,49.47
4/20/2016 16:00:00,49.99
4/21/2016 16:00:00,49.66
4/22/2016 16:00:00,50.75
4/25/2016 16:00:00,50.36
4/26/2016 16:00:00,50.75
4/27/2016 16:00:00,50.29
4/28/2016 16:00:00,49.54
4/29/2016 16:00:00,48.15
5/2/2016 16:00:00,48.36
5/3/2016 16:00:00,46.46
5/4/2016 16:00:00,44.51
5/5/2016 16:00:00,42.31
5/6/2016 16:00:00,42.99
5/9/2016 16:00:00,41.78
5/10/2016 16:00:00,41.74
5/11/2016 16:00:00,41.79
5/12/2016 16:00:00,41.46
5/13/2016 16:00:00,41.52
5/16/2016 16:00:00,41.66
5/17/2016 16:00:00,40.93
5/18/2016 16:00:00,42.23
5/19/2016 16:00:00,43.04
5/20/2016 16:00:00,44.06
5/23/2016 16:00:00,43.24
5/24/2016 16:00:00,43.58
5/25/2016 16:00:00,43.92
5/26/2016 16:00:00,45.02
5/27/2016 16:00:00,44.61
5/31/2016 16:00:00,44.65
6/1/2016 16:00:00,43.91
6/2/2016 16:00:00,43.79
6/3/2016 16:00:00,43.8
6/6/2016 16:00:00,44.14
6/7/2016 16:00:00,46.47
6/8/2016 16:00:00,47.1
6/9/2016 16:00:00,45.87
6/10/2016 16:00:00,43.76
6/13/2016 16:00:00,43.57
6/14/2016 16:00:00,42.99
6/15/2016 16:00:00,43.54
6/16/2016 16:00:00,43.59
6/17/2016 16:00:00,43.09
6/20/2016 16:00:00,43.94
6/21/2016 16:00:00,43.92
6/22/2016 16:00:00,39.33
6/23/2016 16:00:00,39.28
6/24/2016 16:00:00,38.63
6/27/2016 16:00:00,39.71
6/28/2016 16:00:00,40.36
6/29/2016 16:00:00,42.04
6/30/2016 16:00:00,42.46
7/1/2016 16:00:00,43.3
7/5/2016 16:00:00,42.8
7/6/2016 16:00:00,42.89
7/7/2016 16:00:00,43.19
7/8/2016 16:00:00,43.36
7/11/2016 16:00:00,44.96
7/12/2016 16:00:00,44.93
7/13/2016 16:00:00,44.51
7/14/2016 16:00:00,44.31
7/15/2016 16:00:00,44.08
7/18/2016 16:00:00,45.25
7/19/2016 16:00:00,45.05
7/20/2016 16:00:00,45.67
7/21/2016 16:00:00,44.1
7/22/2016 16:00:00,44.45
7/25/2016 16:00:00,46
7/26/2016 16:00:00,45.9
7/27/2016 16:00:00,45.7
7/28/2016 16:00:00,46.12
7/29/2016 16:00:00,46.96
8/1/2016 16:00:00,46
8/2/2016 16:00:00,45.44
8/3/2016 16:00:00,45.16
8/4/2016 16:00:00,46.12
8/5/2016 16:00:00,46.01
8/8/2016 16:00:00,45.23
8/9/2016 16:00:00,45.82
8/10/2016 16:00:00,45.13
8/11/2016 16:00:00,44.98
8/12/2016 16:00:00,45.12
8/15/2016 16:00:00,45.12
8/16/2016 16:00:00,44.72
8/17/2016 16:00:00,44.65
8/18/2016 16:00:00,44.7
8/19/2016 16:00:00,45
8/22/2016 16:00:00,44.59
8/23/2016 16:00:00,44.97
8/24/2016 16:00:00,44.52
8/25/2016 16:00:00,44.19
8/26/2016 16:00:00,44
8/29/2016 16:00:00,43.04
8/30/2016 16:00:00,42.27
8/31/2016 16:00:00,42.4
9/1/2016 16:00:00,40.15
9/2/2016 16:00:00,39.56
9/6/2016 16:00:00,40.57
9/7/2016 16:00:00,40.34
9/8/2016 16:00:00,39.47
9/9/2016 16:00:00,38.89
9/12/2016 16:00:00,39.66
9/13/2016 16:00:00,39.21
9/14/2016 16:00:00,39.28
9/15/2016 16:00:00,40.08
9/16/2016 16:00:00,41.08
9/19/2016 16:00:00,41.27
9/20/2016 16:00:00,40.93
9/21/2016 16:00:00,41.04
9/22/2016 16:00:00,41.29
9/23/2016 16:00:00,41.49
9/26/2016 16:00:00,41.8
9/27/2016 16:00:00,41.16
9/28/2016 16:00:00,41.25
9/29/2016 16:00:00,40.14
9/30/2016 16:00:00,40.81
10/3/2016 16:00:00,42.74
10/4/2016 16:00:00,42.28
10/5/2016 16:00:00,41.69
10/6/2016 16:00:00,40.2
10/7/2016 16:00:00,39.32
10/10/2016 16:00:00,40.19
10/11/2016 16:00:00,40.02
10/12/2016 16:00:00,40.3
10/13/2016 16:00:00,40.05
10/14/2016 16:00:00,39.3
10/17/2016 16:00:00,38.79
10/18/2016 16:00:00,39.82
10/19/2016 16:00:00,40.71
10/20/2016 16:00:00,39.82
10/21/2016 16:00:00,40.02
10/24/2016 16:00:00,40.55
10/25/2016 16:00:00,40.47
10/26/2016 16:00:00,40.45
10/27/2016 16:00:00,40.8
10/28/2016 16:00:00,39.99
10/31/2016 16:00:00,39.55
11/1/2016 16:00:00,38.16
11/2/2016 16:00:00,37.6
11/3/2016 16:00:00,37.48
11/4/2016 16:00:00,38.11
11/7/2016 16:00:00,38.64
11/8/2016 16:00:00,38.99
11/9/2016 16:00:00,38.01
11/10/2016 16:00:00,37.07
11/11/2016 16:00:00,37.71
11/14/2016 16:00:00,36.29
11/15/2016 16:00:00,36.75
11/16/2016 16:00:00,36.79
11/17/2016 16:00:00,37.73
11/18/2016 16:00:00,37
11/21/2016 16:00:00,36.9
11/22/2016 16:00:00,38.23
11/23/2016 16:00:00,38.63
11/25/2016 16:00:00,39.33
11/28/2016 16:00:00,39.22
11/29/2016 16:00:00,37.91
11/30/2016 16:00:00,37.88
12/1/2016 16:00:00,36.38
12/2/2016 16:00:00,36.29
12/5/2016 16:00:00,37.36
12/6/2016 16:00:00,37.17
12/7/2016 16:00:00,38.63
12/8/2016 16:00:00,38.46
12/9/2016 16:00:00,38.44
12/12/2016 16:00:00,38.49
12/13/2016 16:00:00,39.63
12/14/2016 16:00:00,39.74
12/15/2016 16:00:00,39.52
12/16/2016 16:00:00,40.5
12/19/2016 16:00:00,40.55
12/20/2016 16:00:00,41.76
12/21/2016 16:00:00,41.54
12/22/2016 16:00:00,41.69
12/23/2016 16:00:00,42.67
12/27/2016 16:00:00,43.91
12/28/2016 16:00:00,43.95
12/29/2016 16:00:00,42.94
12/30/2016 16:00:00,42.74
1/3/2017 16:00:00,43.4
1/4/2017 16:00:00,45.4
1/5/2017 16:00:00,45.35
1/6/2017 16:00:00,45.8
1/9/2017 16:00:00,46.26
1/10/2017 16:00:00,45.97
1/11/2017 16:00:00,45.95
1/12/2017 16:00:00,45.92
1/13/2017 16:00:00,47.55
1/17/2017 16:00:00,47.12
1/18/2017 16:00:00,47.67
1/19/2017 16:00:00,48.75
1/20/2017 16:00:00,48.95
1/23/2017 16:00:00,49.78
1/24/2017 16:00:00,50.92
1/25/2017 16:00:00,50.89
1/26/2017 16:00:00,50.5
1/27/2017 16:00:00,50.59
1/30/2017 16:00:00,50.13
1/31/2017 16:00:00,50.39
2/1/2017 16:00:00,49.85
2/2/2017 16:00:00,50.31
2/3/2017 16:00:00,50.27
2/6/2017 16:00:00,51.55
2/7/2017 16:00:00,51.5
2/8/2017 16:00:00,52.42
2/9/2017 16:00:00,53.84
2/10/2017 16:00:00,53.85
2/13/2017 16:00:00,56.12
2/14/2017 16:00:00,56.2
2/15/2017 16:00:00,55.95
2/16/2017 16:00:00,53.79
2/17/2017 16:00:00,54.45
2/21/2017 16:00:00,55.48
2/22/2017 16:00:00,54.7
2/23/2017 16:00:00,51.2
2/24/2017 16:00:00,51.4
2/27/2017 16:00:00,49.25
2/28/2017 16:00:00,50
3/1/2017 16:00:00,50
3/2/2017 16:00:00,50.1
3/3/2017 16:00:00,50.31
3/6/2017 16:00:00,50.24
3/7/2017 16:00:00,49.72
3/8/2017 16:00:00,49.37
3/9/2017 16:00:00,48.98
3/10/2017 16:00:00,48.74
3/13/2017 16:00:00,49.23
3/14/2017 16:00:00,51.6
3/15/2017 16:00:00,51.15
3/16/2017 16:00:00,52.41
3/17/2017 16:00:00,52.3
3/20/2017 16:00:00,52.38
3/21/2017 16:00:00,50.14
3/22/2017 16:00:00,51
3/23/2017 16:00:00,50.96
3/24/2017 16:00:00,52.63
3/27/2017 16:00:00,54.04
3/28/2017 16:00:00,55.49
3/29/2017 16:00:00,55.48
3/30/2017 16:00:00,55.58
3/31/2017 16:00:00,55.66
4/3/2017 16:00:00,59.7
4/4/2017 16:00:00,60.74
4/5/2017 16:00:00,59
4/6/2017 16:00:00,59.74
4/7/2017 16:00:00,60.51
4/10/2017 16:00:00,62.48
4/11/2017 16:00:00,61.74
4/12/2017 16:00:00,59.37
4/13/2017 16:00:00,60.8
4/17/2017 16:00:00,60.29
4/18/2017 16:00:00,60.05
4/19/2017 16:00:00,61.1
4/20/2017 16:00:00,60.5
4/21/2017 16:00:00,61.12
4/24/2017 16:00:00,61.61
4/25/2017 16:00:00,62.76
4/26/2017 16:00:00,62.03
4/27/2017 16:00:00,61.73
4/28/2017 16:00:00,62.81
5/1/2017 16:00:00,64.57
5/2/2017 16:00:00,63.78
5/3/2017 16:00:00,62.2
5/4/2017 16:00:00,59.09
5/5/2017 16:00:00,61.67
5/8/2017 16:00:00,61.44
5/9/2017 16:00:00,64.25
5/10/2017 16:00:00,65.04
5/11/2017 16:00:00,64.62
5/12/2017 16:00:00,64.96
5/15/2017 16:00:00,63.18
5/16/2017 16:00:00,63.4
5/17/2017 16:00:00,61.22
5/18/2017 16:00:00,62.61
5/19/2017 16:00:00,62.17
5/22/2017 16:00:00,62.07
5/23/2017 16:00:00,60.77
5/24/2017 16:00:00,62.04
5/25/2017 16:00:00,63.37
5/26/2017 16:00:00,65.03
5/30/2017 16:00:00,67.02
5/31/2017 16:00:00,68.2
6/1/2017 16:00:00,68.07
6/2/2017 16:00:00,67.97
6/5/2017 16:00:00,69.46
6/6/2017 16:00:00,70.57
6/7/2017 16:00:00,71.93
6/8/2017 16:00:00,74
6/9/2017 16:00:00,71.46
6/12/2017 16:00:00,71.8
6/13/2017 16:00:00,75.19
6/14/2017 16:00:00,76.13
6/15/2017 16:00:00,75.07
6/16/2017 16:00:00,74.28
6/19/2017 16:00:00,73.96
6/20/2017 16:00:00,74.45
6/21/2017 16:00:00,75.28
6/22/2017 16:00:00,76.52
6/23/2017 16:00:00,76.69
6/26/2017 16:00:00,75.5
6/27/2017 16:00:00,72.47
6/28/2017 16:00:00,74.25
6/29/2017 16:00:00,72.15
6/30/2017 16:00:00,72.32
7/3/2017 16:00:00,70.52
7/5/2017 16:00:00,65.42
7/6/2017 16:00:00,61.77
7/7/2017 16:00:00,62.64
7/10/2017 16:00:00,63.21
7/11/2017 16:00:00,65.44
7/12/2017 16:00:00,65.9
7/13/2017 16:00:00,64.68
7/14/2017 16:00:00,65.56
7/17/2017 16:00:00,63.91
7/18/2017 16:00:00,65.65
7/19/2017 16:00:00,65.05
7/20/2017 16:00:00,65.98
7/21/2017 16:00:00,65.68
7/24/2017 16:00:00,68.5
7/25/2017 16:00:00,67.92
7/26/2017 16:00:00,68.77
7/27/2017 16:00:00,66.89
7/28/2017 16:00:00,67.01
7/31/2017 16:00:00,64.69
8/1/2017 16:00:00,63.91
8/2/2017 16:00:00,65.18
8/3/2017 16:00:00,69.42
8/4/2017 16:00:00,71.38
8/7/2017 16:00:00,71.03
8/8/2017 16:00:00,73.04
8/9/2017 16:00:00,72.71
8/10/2017 16:00:00,71.08
8/11/2017 16:00:00,71.57
8/14/2017 16:00:00,72.76
8/15/2017 16:00:00,72.47
8/16/2017 16:00:00,72.58
8/17/2017 16:00:00,70.38
8/18/2017 16:00:00,69.49
8/21/2017 16:00:00,67.57
8/22/2017 16:00:00,68.27
8/23/2017 16:00:00,70.55
8/24/2017 16:00:00,70.59
8/25/2017 16:00:00,69.61
8/28/2017 16:00:00,69.13
8/29/2017 16:00:00,69.47
8/30/2017 16:00:00,70.64
8/31/2017 16:00:00,71.18
9/1/2017 16:00:00,71.08
9/5/2017 16:00:00,69.92
9/6/2017 16:00:00,68.91
9/7/2017 16:00:00,70.12
9/8/2017 16:00:00,68.68
9/11/2017 16:00:00,72.74
9/12/2017 16:00:00,72.55
9/13/2017 16:00:00,73.25
9/14/2017 16:00:00,75.53
9/15/2017 16:00:00,75.96
9/18/2017 16:00:00,77
9/19/2017 16:00:00,75.02
9/20/2017 16:00:00,74.78
9/21/2017 16:00:00,73.3
9/22/2017 16:00:00,70.22
9/25/2017 16:00:00,69
9/26/2017 16:00:00,69.05
9/27/2017 16:00:00,68.19
9/28/2017 16:00:00,67.92
9/29/2017 16:00:00,68.22
10/2/2017 16:00:00,68.31
10/3/2017 16:00:00,69.63
10/4/2017 16:00:00,71
10/5/2017 16:00:00,71.07
10/6/2017 16:00:00,71.38
10/9/2017 16:00:00,68.59
10/10/2017 16:00:00,71.12
10/11/2017 16:00:00,70.92
10/12/2017 16:00:00,71.14
10/13/2017 16:00:00,71.11
10/16/2017 16:00:00,70.12
10/17/2017 16:00:00,71.15
10/18/2017 16:00:00,71.93
10/19/2017 16:00:00,70.36
10/20/2017 16:00:00,69.02
10/23/2017 16:00:00,67.4
10/24/2017 16:00:00,67.47
10/25/2017 16:00:00,65.17
10/26/2017 16:00:00,65.23
10/27/2017 16:00:00,64.17
10/30/2017 16:00:00,64.02
10/31/2017 16:00:00,66.31
11/1/2017 16:00:00,64.22
11/2/2017 16:00:00,59.85
11/3/2017 16:00:00,61.22
11/6/2017 16:00:00,60.56
11/7/2017 16:00:00,61.21
11/8/2017 16:00:00,60.88
11/9/2017 16:00:00,60.6
11/10/2017 16:00:00,60.6
11/13/2017 16:00:00,63.08
11/14/2017 16:00:00,61.74
11/15/2017 16:00:00,62.26
11/16/2017 16:00:00,62.5
11/17/2017 16:00:00,63.01
11/20/2017 16:00:00,61.75
11/21/2017 16:00:00,63.56
11/22/2017 16:00:00,62.52
11/24/2017 13:00:00,63.11
11/27/2017 16:00:00,63.36
11/28/2017 16:00:00,63.51
11/29/2017 16:00:00,61.51
11/30/2017 16:00:00,61.77
12/1/2017 16:00:00,61.31
12/4/2017 16:00:00,61.04
12/5/2017 16:00:00,60.74
12/6/2017 16:00:00,62.65
12/7/2017 16:00:00,62.25
12/8/2017 16:00:00,63.03
12/11/2017 16:00:00,65.78
12/12/2017 16:00:00,68.21
12/13/2017 16:00:00,67.81
12/14/2017 16:00:00,67.58
12/15/2017 16:00:00,68.69
12/18/2017 16:00:00,67.77
12/19/2017 16:00:00,66.22
12/20/2017 16:00:00,65.8
12/21/2017 16:00:00,66.33
12/22/2017 16:00:00,65.04
12/26/2017 16:00:00,63.46
12/27/2017 16:00:00,62.33
12/28/2017 16:00:00,63.07
12/29/2017 16:00:00,62.27
1/2/2018 16:00:00,64.11
1/3/2018 16:00:00,63.45
1/4/2018 16:00:00,62.92
1/5/2018 16:00:00,63.32
1/8/2018 16:00:00,67.28
1/9/2018 16:00:00,66.74
1/10/2018 16:00:00,66.96
1/11/2018 16:00:00,67.59
1/12/2018 16:00:00,67.24
1/16/2018 16:00:00,68.01
1/17/2018 16:00:00,69.43
1/18/2018 16:00:00,68.91
1/19/2018 16:00:00,70
1/22/2018 16:00:00,70.31
1/23/2018 16:00:00,70.56
1/24/2018 16:00:00,69.18
1/25/2018 16:00:00,67.53
1/26/2018 16:00:00,68.57
1/29/2018 16:00:00,69.91
1/30/2018 16:00:00,69.16
1/31/2018 16:00:00,70.86
2/1/2018 16:00:00,69.85
2/2/2018 16:00:00,68.75
2/5/2018 16:00:00,66.63
2/6/2018 16:00:00,66.79
2/7/2018 16:00:00,69
2/8/2018 16:00:00,63.05
2/9/2018 16:00:00,62.08
2/12/2018 16:00:00,63.15
2/13/2018 16:00:00,64.73
2/14/2018 16:00:00,64.46
2/15/2018 16:00:00,66.81
2/16/2018 16:00:00,67.1
2/20/2018 16:00:00,66.95
2/21/2018 16:00:00,66.66
2/22/2018 16:00:00,69.23
2/23/2018 16:00:00,70.41
2/26/2018 16:00:00,71.48
2/27/2018 16:00:00,70.2
2/28/2018 16:00:00,68.61
3/1/2018 16:00:00,66.19
3/2/2018 16:00:00,67.02
3/5/2018 16:00:00,66.67
3/6/2018 16:00:00,65.64
3/7/2018 16:00:00,66.46
3/8/2018 16:00:00,65.82
3/9/2018 16:00:00,65.43
3/12/2018 16:00:00,69.1
3/13/2018 16:00:00,68.37
3/14/2018 16:00:00,65.33
3/15/2018 16:00:00,65.12
3/16/2018 16:00:00,64.27
3/19/2018 16:00:00,62.71
3/20/2018 16:00:00,62.11
3/21/2018 16:00:00,63.31
3/22/2018 16:00:00,61.82
3/23/2018 16:00:00,60.31
3/26/2018 16:00:00,60.84
3/27/2018 16:00:00,55.84
3/28/2018 16:00:00,51.56
3/29/2018 16:00:00,53.23
4/2/2018 16:00:00,50.5
4/3/2018 16:00:00,53.51
4/4/2018 16:00:00,57.39
4/5/2018 16:00:00,61.14
4/6/2018 16:00:00,59.86
4/9/2018 16:00:00,57.93
4/10/2018 16:00:00,60.94
4/11/2018 16:00:00,60.19
4/12/2018 16:00:00,58.82
